Dublin Core:Identifier,Dublin Core:Type,Dublin Core:Title,Dublin Core:Description,Dublin Core:Date,Dublin Core:Temporal Coverage,Dublin Core:Extent,Dublin Core:Relation,Scripto:Status,tags,recordType,collection,file
umd:4073;http://hdl.handle.net/1903.1/2098,"Photograph, documentary","Photograph of Matilda ""Tillie"" Louise Sterling, circa 1875","Photograph of Matilda ""Tillie"" Louise Sterling. ""Original"" is a color photocopy. Photograph taken in Plainfield, New Jersey, circa 1875.",1875,1801-1900,1 pages,Historical Manuscripts,To transcribe,Clothing & dress;Portrait photographs;Portraits;Women,Item,Sterling Family papers,http://fedora.lib.umd.edu/fedora/get/umd:4074/image
umd:4075;http://hdl.handle.net/1903.1/2099,"Photograph, documentary","Photograph of William H. Sterling, circa 1875","Photograph of William H. Sterling. ""Original"" is a color photocopy. Circa 1875.",1875,1801-1900,1 pages,Historical Manuscripts,To transcribe,Portrait photographs;Portraits,Item,Sterling Family papers,http://fedora.lib.umd.edu/fedora/get/umd:4076/image
umd:4077;http://hdl.handle.net/1903.1/2100,"Photograph, documentary","Photograph of Matilda Louise Sterling, circa 1890","Photograph of Matilda ""Tillie"" Louise Sterling. ""Original"" is a color photocopy, original photograph dates to circa 1890.",1890,1801-1900,1 pages,Historical Manuscripts,To transcribe,Clothing & dress;Portrait photographs;Women,Item,Sterling Family papers,http://fedora.lib.umd.edu/fedora/get/umd:4078/image
umd:4079;http://hdl.handle.net/1903.1/2101,"Photograph, documentary","Photograph of Anna Virginia Farquhar, circa 1865","Photograph of Anna Virginia Farquhar. ""Original"" is a color photocopy, original photograph dates to circa 1865.",1865,1801-1900,1 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865;Portrait photographs;Portraits;Women",Item,Sterling Family papers,http://fedora.lib.umd.edu/fedora/get/umd:4080/image
umd:4429;http://hdl.handle.net/1903.1/2275,Letters,"Letter from Alexander Perry to Major Felix Agnus, 23 March 1866","Letter from Alexander Perry to Major Felix Agnus stating that Agnus's returns for clothing and camp equipment have been submitted to an auditor in the Department of the Treasury, ""for final settlement,"" 23 March 1866.",1866-03-23,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence; 
            ",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4431/image;http://fedora.lib.umd.edu/fedora/get/umd:4430/image
umd:4434;http://hdl.handle.net/1903.1/2277,Letters,"Form V., Treasury Department, Second Auditor's Office, suspending Major Felix Agnus, 8 May 1866","Form V., Treasury Department, Second Auditor's Office, suspending Major Felix Agnus, 8 May 1866.",1866-05-8,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4435/image
umd:4438;http://hdl.handle.net/1903.1/2279,Letters,"Letter from Alexander Perry to Captain Felix Agnus, 8 December 1866","Letter from Alex. Perry to Capt. Felix Agnus stating that Agnus's returns for clothing and camp equipment have been submitted to an auditor, 8 December 1866.",1866-12-8,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence; 
            ",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4440/image;http://fedora.lib.umd.edu/fedora/get/umd:4439/image
umd:4457;http://hdl.handle.net/1903.1/2286,Letters,"Major Felix Agnus' claim for back pay, 26 July 1865","Claim of Major Felix Agnus for back pay, 26 July 1865.",1865-07-26,1901-2000,2 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4459/image;http://fedora.lib.umd.edu/fedora/get/umd:4458/image
umd:4498;http://hdl.handle.net/1903.1/2306,Letters,"Discharge papers of Lewis P. Lynch, 6 August 1861","Certificate discharging Lewis P. Lynch from service in the United States Army, 6 August 1861.",1861-08-6,1801-1900,2 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865;Military discharges;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4500/image;http://fedora.lib.umd.edu/fedora/get/umd:4499/image
umd:4539;http://hdl.handle.net/1903.1/2326,Letters,"Descriptive List of Felix Agnus, 15 September 1862","Description of Felix Agnus, including place of birth, physical appearance, and occupation, 15 September 1862.",1862-09-15,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4540/image
umd:4543;http://hdl.handle.net/1903.1/2328,Letters,"Notice of military liability to Curtis Ogden, Jr., 22 July 1862","Notice drafted by Assessors of the United States Military to Curtis Ogden, Jr. informing him that he has been enrolled as liable to Military duty, 22 July 1862.",1862-07-22,1801-1900,1 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865;Correspondence",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4544/image
umd:4547;http://hdl.handle.net/1903.1/2330,Letters,"Receipt for military stores, 1863","Receipt Roll indicating supplies furnished to first and second divisions of the ninth Company, 1863.",1863,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence;Weapons",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4548/image
umd:4553;http://hdl.handle.net/1903.1/2333,Letters,"Ordinance No. 13, a letter Requesting an Accounting of Regimental Statistics from 165th Regiment, 22 August 1863","Letter sent to the Commanding Officer of the 165th New York regiment from the Ordnance Office in the War Department, requesting an accurate account of materials, 22 August 1863.",1863-08-22,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4555/image;http://fedora.lib.umd.edu/fedora/get/umd:4554/image
umd:4558;http://hdl.handle.net/1903.1/2335,Letters,"Form No. 7, List of Ordnance Received from Major Felix Agnus by Lieutenant Warker at Baton Rouge, Louisiana, 29 August 1863","List of Ordnance received at Baton Rouge, Louisiana, from Major Felix Agnus by Lieutenant Walker of the 165th New York Regiment, 29 August 1863.",1863-08-29,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4560/image;http://fedora.lib.umd.edu/fedora/get/umd:4559/image
umd:4569;http://hdl.handle.net/1903.1/2340,Letters,"List of Ordnance received at Baton Rouge, Louisiana, from Major Felix Agnus by Lieutenant Linguiste, 29 August 1863","List of Ordnance received at Baton Rouge, Louisiana, by Lieutenant Linguiste from Major Felix Agnus of the 165th New York Regiment, 29 August 1863.",1863-08-29,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4571/image;http://fedora.lib.umd.edu/fedora/get/umd:4570/image
umd:4572;http://hdl.handle.net/1903.1/2341,Letters,"Invoice of Ordnance Given to Major Felix Agnus by Lieutenant Cowdrey, 31 August 1863","Invoice of Ordnance turned over by Lieutenant Cowdrey to Major Felix Agnus, Commanding, 165th New York Regiment, 31 August 1863.",1863-08-31,1801-1900,2 pages,Historical Manuscripts,To transcribe,"Agnus, Felix, 1839-1925;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4574/image;http://fedora.lib.umd.edu/fedora/get/umd:4573/image
umd:4577;http://hdl.handle.net/1903.1/2343,Letters,"General Order No. 34, Concerning the Transfer into Invalid Corps, 10 September 1863","General Orders No. 304, concerning transfer to the Invalid Corps, issued by the Secretary of War, E.D. Townsend, 10 September 1863.",1863-09-10,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence; 
            ",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4578/image
umd:4588;http://hdl.handle.net/1903.1/2348,Letters,"Letter from G. Carr, Lieutenant Colonel, to Brigadier General S. Sprague, 165th New York Regiment, 23 January 1864","Letter from G. Carr, Lieutenant Colonel, to Brigadier General S. Sprague, concerning Recruitment and Promotion of Men in the 165th New York Regiment (2nd Duryee Zouaves), 23 January 1864.",1864-01-23,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4590/image;http://fedora.lib.umd.edu/fedora/get/umd:4589/image
umd:4601;http://hdl.handle.net/1903.1/2354,Letters,"Special Order No. 56, Leave for Major Agnus to Travel to New York, 5 March 1864","Special Order No. 56, Allowing Major Felix Agnus to visit Albany, New York to conduct business with the Governor of New York, 5 March 1864.",1864-03-5,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4602/image
umd:4603;http://hdl.handle.net/1903.1/2355,Letters,"Special Order No. 105, Appointing Major Felix Agnus to a General Court-Martial, 28 April 1864","Special Order No. 105, appointing Major Felix Agnus to a General Court-Martial, 28 April 1864.",1864-04-28,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence;Courts-martial and courts of inquiry;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4604/image
umd:4607;http://hdl.handle.net/1903.1/2357,Letters,"Special Order No. 108, Ordering the Assembly of a Court-Martial in New York, 2 May 1864","Special Order No. 108, Ordering Major Felix Agnus and others to convene a Court-Martial on 3 May 1864, and the order is issued on 2 May 1864.",1864-05-2,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence;Courts-martial and courts of inquiry;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4608/image
umd:4611;http://hdl.handle.net/1903.1/2359,Letters,"Special Order No. 108, revoking order No. 105, 2 May 1864","Special order No. 108 revoking order No. 5, 2 May 1864.",1864-05-2,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4612/image
umd:4613;http://hdl.handle.net/1903.1/2360,Letters,"Special Order No. 112, Ordering Major Felix Agnus to return to the 165th New York Regiment, 11 May 1864","Special Order No. 112, relieving Major Felix Agnus of Court-Martial duty, and ordering him to return to the 165th New York Regiment, 11 May 1864.",1864-05-11,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence;Courts-martial and courts of inquiry;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4615/image;http://fedora.lib.umd.edu/fedora/get/umd:4614/image
umd:4618;http://hdl.handle.net/1903.1/2362,Letters,"Special Order No. 112 (Extract), Ordering Major Felix Agnus to return to the 165th New York Regiment, 11 May 1864","Special Order No. 112 (Extract), relieving Major Felix Agnus of Court-Martial duty, and ordering him to return to the 165th New York Regiment, 11 May 1864.",1864-05-11,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence;Courts-martial and courts of inquiry;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4619/image
umd:4622;http://hdl.handle.net/1903.1/2364,Letters,"Special Order No. 149, Ordering Major Felix Agnus to Return to the 165th New York Regiment, 21 June 1864","Special Order No. 149, Ordering Major Felix Agnus to Return to the 165th New York Regiment, 21 June 1864.",1864-06-21,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4624/image;http://fedora.lib.umd.edu/fedora/get/umd:4623/image
umd:4627;http://hdl.handle.net/1903.1/2366,Letters,"Letter from Captain George Balch to Major Felix Agnus Requesting 4th Quarter Returns, 8 July 1864","Letter from Captain George Balch, Captain of Ordnance, to Major Felix Agnus, 165th New York, requesting 4th Quarter Returns, 8 July 1864.",1864-07-8,1801-1900,3 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4629/image;http://fedora.lib.umd.edu/fedora/get/umd:4630/image;http://fedora.lib.umd.edu/fedora/get/umd:4628/image
umd:4633;http://hdl.handle.net/1903.1/2368,Letters,"Letter from Captain George Balch, 8 July 1864","Letter from Captain George Balch, Captain of Ordnance, to Major Felix Agnus, 165th New York, requesting 2nd and 3rd Quarter Returns, 8 July 1864.",1864-07-8,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4634/image
umd:4637;http://hdl.handle.net/1903.1/2370,Letters,"Letter by Lieutenant U. J. [Vannert], 19 September 1864","Letter written by Lieutenant U. J. [Vannert] requesting medical discharge from the military, 19 September 1864.",1864-09-19,1801-1900,3 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence;Military discharges",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4639/image;http://fedora.lib.umd.edu/fedora/get/umd:4640/image;http://fedora.lib.umd.edu/fedora/get/umd:4638/image
umd:4645;http://hdl.handle.net/1903.1/2373,Letters,"Invoice of Ordnance Stores, 9 November 1864","Invoice of Ordnance and Ordnance Stores turned over by Adjt. S. W. Shattuck, 8th New York Volunteers to 165th New York at Ceder Creek, VA, 7 November 1864.",,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4647/image;http://fedora.lib.umd.edu/fedora/get/umd:4646/image
umd:4652;http://hdl.handle.net/1903.1/2376,Letters,"Special Order No. 85, 14 November 1864","Special Order No. 85 commissioning a board of survey concerning alleged deficiencies in commissary stores, 14 November 1864.",1864-11-14,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;Food;United States -- History -- Civil War, 1861-1865;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4653/image
umd:4658;http://hdl.handle.net/1903.1/2379,Letters,"Letter from T. J. [Treadwell] of the Ordnance Office to Major Felix Agnus, 22 November 1864","Letter from T. J. Treadwell, Captain of Ordnance, to Major Felix Agnus, 165th New York Regiment, stating that the Ordnance Return for the 3rd quarter of 1863 has been referred to a second auditor for settlement, 22 November 1864.",1864-11-22,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4659/image
umd:4666;http://hdl.handle.net/1903.1/2383,Letters,"Letter from T. J. [Treadwell] of the Ordnance Office to Major Felix Agnus, 23 November 1864","Letter from T. J. Treadwell, Captain of Ordnance, to Major Felix Agnus, 165th New York, listing lost ordnance for which Agnus was responsible, 23 November 1864.",1864-11-23,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4667/image
umd:4668;http://hdl.handle.net/1903.1/2384,Letters,"Letter from T. J. Treadwell of Ordnance Office to Major Felix Agnus, 23 November 1864","Letter from T. J. Treadwell, Captain of Ordnance, to Major Felix Agnus, 165th New York, stating that the ordnance for the 3rd quarter of 1863 has been referred to a second auditor for settlement",1864-11-23,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4669/image
umd:4670;http://hdl.handle.net/1903.1/2385,Letters,"List of Ordinance Received at Camp Russell, 24 November 1864","List of Ordnance received at Camp Russell by Major Felix Agnus, 24 November 1864.",1864-11-24,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4672/image;http://fedora.lib.umd.edu/fedora/get/umd:4671/image
umd:4675;http://hdl.handle.net/1903.1/2387,Letters,"Invoice of Ordnance and Ordnance Stores, 24 November 1864","Invoice of Ordnance and Ordnance Stores turned over by Lieutenant George Wood, 10th New York Artillery, to Major Felix Agnus at Camp Russell, 24 November 1864.",1864-11-24,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4677/image;http://fedora.lib.umd.edu/fedora/get/umd:4676/image
umd:4686;http://hdl.handle.net/1903.1/2392,Letters,"List of Ordnance received at Camp Russell, 24 November 1864","List of Ordnance received at Camp Russell by Major Felix Agnus of the 165th New York Regiment, 24 November 1864.",1864-11-24,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4688/image;http://fedora.lib.umd.edu/fedora/get/umd:4687/image
umd:4695;http://hdl.handle.net/1903.1/2396,Letters,"List of Ordnance Received at Camp Russell, 24 November 1864","List of Ordnance received at Camp Russell by Major Felix Agnus of the 165th New York Regiment, 24 November 1864.",1864-11-24,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4697/image;http://fedora.lib.umd.edu/fedora/get/umd:4696/image
umd:4698;http://hdl.handle.net/1903.1/2397,Letters,"Letter to the Ordnance Department Explaining Loss of War Supplies, 3 December 1864","Letter [from Major Felix Agnus ?] to the Ordnance Department explaining the loss of weapons and accoutrements, 3 December 1864.",1864-12-3,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4699/image
umd:4700;http://hdl.handle.net/1903.1/2398,Letters,"Letter from Lt. Jno. R. M. Guiness to Major Felix Agnus, 27 February 1865","Letter from Lieutenant Jno. R. M. Guiness of the Ordnance Office, War Department, to Major Felix Agnus, stating that the 4th Quarter Returns for 1864 have been submitted to an auditor, 27 February 1865.",1865-02-27,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ;Ordnance;United States -- History -- Civil War, 1861-1865;Correspondence;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4701/image
umd:4704;http://hdl.handle.net/1903.1/2400,Letters,"Special Order No. 8, Resignation of Major Felix Agnus, 27 February 1865","Special Order No. 8, Resignation of Major Felix Agnus on the basis of a surgeon's Certificate of Disability, 27 February 1865.",1865-07-26,1801-1900,2 pages,Historical Manuscripts,To transcribe," 
            ;United States -- History -- Civil War, 1861-1865;Correspondence;Military discharges;United States -- Armed Forces -- Officers",Item,Felix Agnus papers,http://fedora.lib.umd.edu/fedora/get/umd:4706/image;http://fedora.lib.umd.edu/fedora/get/umd:4705/image
